timestamp,postcode,Response_Team_Officers
2025-07-13 01:00:00,SW9 8RB,0
2025-06-10 07:00:00,TW8 8EA,0
2025-06-04 01:00:00,W6 9DD,5
2025-06-29 20:00:00,E4 9HG,15
2025-05-03 09:00:00,SW7 5HF,4
2025-05-22 16:00:00,SW1V 4RF,5
2025-05-13 22:00:00,WC2A 3EE,1
2025-07-15 07:00:00,N5 2HX,4
2025-06-10 00:00:00,N19 5DG,10
2025-05-18 08:00:00,SE10 8LL,3
2025-07-09 13:00:00,E16 2QT,10
2025-07-29 20:00:00,E10 5UA,1
2025-05-23 16:00:00,SE11 5BD,5
2025-06-24 22:00:00,N7 0LQ,5
2025-05-28 01:00:00,TW1 1JS,0
2025-06-28 07:00:00,N10 2AJ,4
2025-06-15 17:00:00,W8 4NJ,0
2025-05-15 14:00:00,E8 3PH,2
2025-07-03 04:00:00,E6 1NZ,2
2025-07-27 21:00:00,WC2R 0AG,3
2025-05-27 08:00:00,SE22 8BF,4
2025-05-02 02:00:00,IG11 8QU,0
2025-06-22 03:00:00,SE19 2BB,0
2025-07-05 06:00:00,NW3 6EL,3
2025-07-15 11:00:00,N17 0JX,14
2025-05-30 02:00:00,N16 8BJ,13
2025-06-08 16:00:00,SW18 2HS,0
2025-07-04 02:00:00,N14 5BJ,3
2025-06-20 21:00:00,E15 2RJ,2
2025-07-21 04:00:00,N1 2LW,0
2025-05-13 23:00:00,CR7 7LZ,3
2025-06-03 11:00:00,SE22 9QP,2
2025-07-13 14:00:00,SW15 2LE,5
2025-06-08 12:00:00,NW1 3JG,3
2025-05-20 15:00:00,SE17 1PP,12
2025-07-01 12:00:00,UB5 6GR,9
2025-05-06 19:00:00,W1G 6BW,0
2025-07-27 00:00:00,E1 4NA,0
2025-07-24 21:00:00,W3 8PF,5
2025-07-04 01:00:00,EN3 4LN,0
2025-06-12 22:00:00,IG1 4FD,14
2025-05-08 23:00:00,W2 5RL,14
2025-07-03 13:00:00,IG11 8NW,5
2025-07-12 08:00:00,W6 0BE,2
2025-06-13 22:00:00,E15 2JG,13
2025-06-05 13:00:00,E9 6RS,3
2025-05-25 07:00:00,N7 9FU,16
2025-06-09 14:00:00,N5 1LL,4
2025-05-05 15:00:00,W6 9QH,0
2025-07-11 23:00:00,BR1 1TT,0
2025-07-11 04:00:00,SE1 3FG,0
2025-05-01 02:00:00,NW9 8TP,2
2025-07-18 20:00:00,SW12 0JA,2
2025-06-16 00:00:00,KT4 8AJ,0
2025-07-19 23:00:00,E15 4PP,1
2025-05-07 14:00:00,BR6 8ND,1
2025-06-15 03:00:00,W7 3SY,4
2025-07-31 22:00:00,UB1 1SR,4
2025-05-27 21:00:00,E3 2LG,0
2025-05-11 00:00:00,N15 6DP,1
2025-07-12 05:00:00,SE28 0DN,3
2025-05-28 03:00:00,W1D 3AW,4
2025-07-02 04:00:00,TW7 6RG,2
2025-05-10 16:00:00,TW12 1QG,3
2025-05-29 01:00:00,E1 4NN,19
2025-07-24 17:00:00,SW1V 3AZ,5
2025-05-15 12:00:00,SE18 6EW,2
2025-07-28 23:00:00,SW8 4TX,0
2025-05-31 14:00:00,E13 8AS,10
2025-06-26 14:00:00,TW7 7BH,1
2025-06-08 17:00:00,NW1 6NX,2
2025-05-26 16:00:00,W1F 8FR,0
2025-07-16 03:00:00,N7 9PA,5
2025-05-20 17:00:00,N16 7HU,2
2025-06-24 13:00:00,TW9 3RA,3
2025-05-25 00:00:00,NW3 3PG,11
2025-07-03 08:00:00,W1J 7AT,8
2025-05-22 11:00:00,SE3 0SS,16
2025-06-06 00:00:00,TW1 2EF,4
2025-05-05 22:00:00,W1P 2LD,2
2025-07-30 18:00:00,SW2 2YA,0
2025-07-20 17:00:00,E12 6SA,5
2025-07-28 06:00:00,SE11 5BD,0
2025-05-03 03:00:00,SW8 4FF,5
2025-05-26 05:00:00,SW11 2ST,3
2025-05-20 11:00:00,KT1 1QN,3
2025-06-27 20:00:00,W11 3JS,2
2025-06-24 02:00:00,SE11 4AA,4
2025-06-04 19:00:00,N1 4NF,2
2025-05-21 07:00:00,E9 5DH,0
2025-05-23 08:00:00,E3 4SE,21
2025-05-05 16:00:00,E10 5QQ,2
2025-06-15 02:00:00,E9 5QB,4
2025-05-28 13:00:00,NW1 9UJ,4
2025-06-16 06:00:00,E3 3TA,5
2025-06-11 18:00:00,WC2B 4DF,16
2025-06-29 09:00:00,E3 3LY,3
2025-07-25 13:00:00,TW13 4FL,10
2025-07-22 08:00:00,EN3 4UE,3
2025-05-24 23:00:00,E2 0QY,3
2025-05-26 17:00:00,SE19 2BA,5
2025-07-03 01:00:00,SW2 1NN,5
2025-05-09 22:00:00,NW5 2UA,0
2025-07-30 06:00:00,E1 8BL,5
2025-06-03 13:00:00,SE13 7SW,3
2025-05-23 07:00:00,WC2H 0HH,1
2025-07-14 10:00:00,N15 5DR,0
2025-06-22 11:00:00,SE1 6AQ,21
2025-06-05 03:00:00,CR4 2LX,1
2025-06-08 13:00:00,SW15 6JP,18
2025-05-05 10:00:00,N1 3JD,6
2025-07-31 12:00:00,EC1V 3AH,1
2025-06-02 08:00:00,SE28 8LF,24
2025-07-28 01:00:00,SW3 2RW,3
2025-05-23 19:00:00,SE26 4EZ,14
2025-06-04 07:00:00,SW1W 9QL,4
2025-06-06 22:00:00,N9 0QE,1
2025-05-22 11:00:00,EC1R 5LR,0
2025-05-20 18:00:00,E9 5AH,9
2025-06-14 13:00:00,W3 9BW,2
2025-07-18 12:00:00,HA8 7TA,16
2025-05-15 06:00:00,E2 7EG,0
2025-06-18 07:00:00,BR7 6BW,21
2025-05-21 04:00:00,SE16 2BX,19
2025-06-16 04:00:00,W1T 5EN,21
2025-05-15 01:00:00,HA2 0AP,19
2025-05-20 22:00:00,EN3 4HL,6
2025-05-19 04:00:00,W1U 2EA,5
2025-07-23 08:00:00,N4 1YJ,11
2025-06-24 19:00:00,N3 2QT,3
2025-07-04 17:00:00,W1K 6TD,1
2025-05-09 16:00:00,SE22 8BA,25
2025-06-11 19:00:00,W1K 6PR,5
2025-07-03 17:00:00,E8 2HN,25
2025-07-17 16:00:00,HA4 9JT,22
2025-07-03 18:00:00,SW14 8NX,3
2025-06-07 12:00:00,SW11 1NG,17
2025-05-31 13:00:00,N1 9NW,5
2025-05-30 15:00:00,E15 3QW,15
2025-05-24 19:00:00,SW1H 0AJ,6
2025-06-28 05:00:00,N8 8LL,18
2025-07-14 14:00:00,TW10 6UQ,4
2025-05-06 22:00:00,EN3 4UE,7
2025-05-29 07:00:00,E17 7AJ,2
2025-06-13 17:00:00,UB4 8SR,8
2025-05-15 02:00:00,N7 9RT,5
2025-07-30 01:00:00,SE26 6BT,0
2025-07-02 11:00:00,WC2H 9AU,4
2025-06-28 00:00:00,W1W 6PU,3
2025-06-15 04:00:00,CR0 1TB,5
2025-07-18 17:00:00,W9 2RA,1
2025-05-09 01:00:00,SW8 1RU,15
2025-07-16 11:00:00,N16 8BJ,2
2025-05-18 13:00:00,SE16 4SN,3
2025-07-26 10:00:00,SE13 6DH,2
2025-07-24 11:00:00,SW2 2BD,3
2025-05-02 22:00:00,WC2B 5LA,9
2025-06-20 08:00:00,E17 7PR,0
2025-06-07 08:00:00,N1 6EU,2
2025-06-27 01:00:00,SW9 6EE,15
2025-05-27 21:00:00,N4 3JU,14
2025-06-21 17:00:00,SE6 3AT,22
2025-05-13 08:00:00,SE16 1PS,13
2025-06-13 02:00:00,E3 2JU,5
2025-05-15 21:00:00,CR0 7RQ,0
2025-05-27 20:00:00,E14 0PG,3
2025-05-15 00:00:00,SW13 0NA,3
2025-07-04 14:00:00,SE1 8XY,15
2025-07-13 23:00:00,W8 7TQ,2
2025-06-04 16:00:00,E8 4PE,3
2025-06-02 04:00:00,EC2A 2EF,5
2025-06-17 23:00:00,E12 5PR,4
2025-06-05 07:00:00,TW4 6DU,4
2025-05-26 09:00:00,E2 0EF,12
2025-05-24 15:00:00,SW7 2PR,2
2025-06-11 13:00:00,E15 2QD,4
2025-06-23 09:00:00,SE16 1QY,14
2025-05-16 05:00:00,RM1 1SS,18
2025-07-07 18:00:00,SW8 3DH,4
2025-06-15 02:00:00,NW2 2DW,12
2025-07-22 09:00:00,E17 9BQ,5
2025-07-10 19:00:00,SW15 2PB,1
2025-07-26 01:00:00,N1 7BB,9
2025-05-20 23:00:00,E17 3QP,5
2025-06-09 22:00:00,UB3 2HX,5
2025-06-08 12:00:00,NW3 6EU,19
2025-07-24 17:00:00,N16 8XH,3
2025-07-16 16:00:00,N16 7UT,5
2025-05-08 11:00:00,N1 1DQ,13
2025-05-17 22:00:00,E2 7JX,9
2025-05-03 00:00:00,W13 9SJ,0
2025-07-10 21:00:00,N4 2EJ,2
2025-06-15 01:00:00,SE17 2BL,1
2025-05-01 07:00:00,SW17 9JH,7
2025-06-12 08:00:00,SW9 6EE,5
2025-07-30 10:00:00,SE17 1TP,4
2025-07-04 10:00:00,W1H 5FB,20
2025-06-02 21:00:00,W5 5SJ,3
2025-07-16 07:00:00,UB3 2LX,1
2025-05-04 22:00:00,SM6 0HN,3
2025-07-26 20:00:00,E14 0SN,0
2025-05-25 17:00:00,SW20 8BQ,4
2025-06-02 17:00:00,E14 9DZ,23
2025-06-10 20:00:00,SW9 9QL,3
2025-05-05 20:00:00,SE15 2LA,9
2025-06-14 01:00:00,SW4 8JA,3
2025-07-06 10:00:00,SE11 4AP,5
2025-07-28 02:00:00,N1 7QG,1
2025-06-03 02:00:00,SE24 0EN,16
2025-06-01 11:00:00,N9 0SN,0
2025-06-11 21:00:00,W1T 1EH,7
2025-05-21 11:00:00,SE1 8BB,2
2025-06-14 13:00:00,HA4 6AF,0
2025-06-18 20:00:00,NW9 5HU,0
2025-05-07 08:00:00,N17 9LP,3
2025-05-18 03:00:00,E14 9QN,3
2025-05-06 00:00:00,BR3 4LS,5
2025-06-10 18:00:00,SE10 0ZG,5
2025-07-28 11:00:00,HA4 8LF,1
2025-06-21 07:00:00,HA0 4JF,2
2025-07-15 17:00:00,NW10 4JY,2
2025-06-13 23:00:00,SE22 0NF,2
2025-05-09 17:00:00,W1S 1NG,4
2025-06-01 21:00:00,E14 5NY,22
2025-07-11 15:00:00,SE14 5FB,2
2025-06-23 22:00:00,N14 7AE,14
2025-07-15 14:00:00,TW8 0SE,9
2025-05-20 16:00:00,E2 7BT,3
2025-05-04 17:00:00,TW9 1ZA,14
2025-05-22 16:00:00,NW9 9SD,4
2025-06-17 20:00:00,NW10 2TD,0
2025-07-05 05:00:00,W2 2BJ,3
2025-07-19 16:00:00,IG2 6UD,3
2025-06-09 13:00:00,EN4 0AA,20
2025-07-01 19:00:00,N7 0LL,0
2025-05-02 15:00:00,HA2 9RD,4
2025-06-11 22:00:00,UB10 9LA,5
2025-05-22 18:00:00,W1D 4TA,0
2025-05-13 15:00:00,EC1N 6RA,1
2025-06-02 10:00:00,W8 5DE,0
2025-07-07 22:00:00,TW9 1UZ,5
2025-06-06 22:00:00,UB2 4AR,21
2025-05-02 09:00:00,WC2H 8JN,14
2025-06-28 10:00:00,W4 5UF,0
2025-06-09 14:00:00,SE15 4TR,14
2025-07-20 21:00:00,N17 0DJ,2
2025-06-25 13:00:00,E17 8JU,5
2025-05-09 22:00:00,SE16 7BB,3
2025-05-28 08:00:00,NW9 6SW,3
2025-07-04 13:00:00,N9 0TQ,21
2025-06-11 09:00:00,TW4 5AT,0
2025-07-25 22:00:00,W4 4DL,4
2025-05-29 06:00:00,W2 6ES,6
2025-07-01 18:00:00,E2 7RQ,6
2025-05-21 02:00:00,SW17 0RG,3
2025-07-25 01:00:00,SE14 5RD,17
2025-05-07 04:00:00,UB5 4HX,17
2025-07-24 07:00:00,N5 1TJ,3
2025-06-12 08:00:00,E15 4PG,5
2025-07-08 12:00:00,NW1 0JA,4
2025-07-05 04:00:00,SE1 7DE,7
2025-05-19 11:00:00,E16 2DD,3
2025-05-06 20:00:00,SW18 2RL,4
2025-07-24 06:00:00,HA0 4QT,1
2025-05-27 05:00:00,HA0 1GA,4
2025-07-01 09:00:00,W1G 7AH,1
2025-06-05 10:00:00,NW2 6UB,3
2025-07-29 23:00:00,N9 0NN,13
2025-07-31 04:00:00,N15 4DU,1
2025-06-19 19:00:00,NW8 7DH,0
2025-06-12 22:00:00,W3 7DP,0
2025-06-01 20:00:00,W2 1DU,5
2025-05-08 21:00:00,IG1 4QB,5
2025-05-16 15:00:00,SW4 7NN,1
2025-07-01 09:00:00,N4 4DA,21
2025-06-10 06:00:00,NW10 0JH,4
2025-06-25 17:00:00,E1 7LD,25
2025-06-03 17:00:00,N1 9GE,2
2025-05-10 12:00:00,IG1 1YF,11
2025-06-06 18:00:00,W2 1PE,5
2025-05-14 04:00:00,EN2 6QE,3
2025-07-23 17:00:00,N10 2SH,2
2025-07-23 06:00:00,SW18 1JN,2
2025-05-21 18:00:00,NW3 1BS,8
2025-05-12 13:00:00,W1U 4HF,9
2025-06-13 17:00:00,N5 1GF,19
2025-06-22 19:00:00,RM1 4YD,2
2025-07-11 11:00:00,SW1E 5DX,4
2025-05-04 04:00:00,WC1A 1BA,0
2025-05-23 04:00:00,E1 4UJ,0
2025-06-04 20:00:00,SE11 4JQ,2
2025-06-15 11:00:00,EN5 5RS,15
2025-05-19 03:00:00,SW17 9DE,3
2025-07-07 05:00:00,UB8 1XP,19
2025-07-16 00:00:00,SE19 2AY,2
2025-05-25 09:00:00,W1V 0AU,0
2025-05-13 18:00:00,N17 0JQ,5
2025-07-22 16:00:00,EC1Y 8JR,2
2025-06-25 05:00:00,W2 3RX,4
2025-06-01 20:00:00,TW5 9AA,19
2025-07-17 09:00:00,HA3 0AA,4
2025-05-17 23:00:00,E14 5FW,22
2025-05-07 16:00:00,SW11 3SE,21
2025-06-03 12:00:00,NW1 0PE,3
2025-06-07 06:00:00,IG1 1SJ,23
2025-05-09 15:00:00,SE17 1PP,3
2025-06-25 05:00:00,N1 9DS,2
2025-07-19 10:00:00,N2 8AW,3
2025-07-16 13:00:00,EC1V 0EB,4
2025-05-27 13:00:00,KT1 1PD,20
2025-06-06 22:00:00,E1W 3HQ,3
2025-06-20 23:00:00,TW7 7JY,5
2025-06-10 09:00:00,E8 1ND,2
2025-05-16 10:00:00,E16 3AF,23
2025-05-04 14:00:00,SW8 3AD,1
2025-06-15 09:00:00,W1K 5AH,5
2025-07-27 05:00:00,E11 1HN,1
2025-06-26 02:00:00,WC2E 7PZ,3
2025-05-16 14:00:00,E15 4PP,25
2025-05-11 18:00:00,N4 1LN,4
2025-05-22 13:00:00,NW6 7HF,21
2025-07-07 12:00:00,WC2H 0JP,4
2025-07-05 03:00:00,E4 8EZ,9
2025-07-27 15:00:00,SW6 2JF,5
2025-07-09 15:00:00,SW1V 3AR,12
2025-05-09 18:00:00,N15 5BT,4
2025-06-13 08:00:00,SE5 9BX,0
2025-07-10 20:00:00,E1 3DG,5
2025-05-07 21:00:00,E15 1UG,0
2025-05-03 14:00:00,W1D 2HY,14
2025-07-20 03:00:00,UB3 4LW,3
2025-06-30 16:00:00,N1 9DX,14
2025-05-17 12:00:00,E17 7BD,3
2025-07-12 22:00:00,W9 1DX,23
2025-06-28 21:00:00,N5 1AR,0
2025-06-27 04:00:00,N1 1JF,7
2025-07-14 18:00:00,TW8 9ER,18
2025-05-09 11:00:00,SW1P 3BT,23
2025-05-13 14:00:00,CR8 4JA,3
2025-06-28 19:00:00,W1F 7AZ,3
2025-06-05 17:00:00,TW2 7BA,11
2025-07-01 23:00:00,W6 0QS,10
2025-07-24 11:00:00,HA3 6AD,3
2025-05-30 12:00:00,N4 3GU,5
2025-06-28 18:00:00,KT1 1QN,4
2025-05-20 12:00:00,SE24 9QW,16
2025-07-24 14:00:00,SE1 3ST,2
2025-06-30 02:00:00,SW9 0PA,23
2025-05-21 00:00:00,EN3 4TH,1
2025-07-15 13:00:00,UB1 2JU,3
2025-07-04 02:00:00,EN1 3FB,4
2025-06-19 00:00:00,N1 3DL,0
2025-06-11 00:00:00,NW1 9DG,4
2025-05-14 21:00:00,SW6 4HU,2
2025-07-18 02:00:00,SE1 6HS,2
2025-06-03 08:00:00,N6 4BE,25
2025-05-28 16:00:00,W2 4RA,1
2025-05-22 03:00:00,SW8 2FH,19
2025-07-06 00:00:00,SE15 5PN,4
2025-07-23 02:00:00,SW12 9ER,3
2025-06-16 20:00:00,SE8 5AT,1
2025-05-11 23:00:00,W2 4DB,20
2025-07-10 19:00:00,SE15 4NS,2
2025-05-05 02:00:00,W5 5JN,4
2025-06-07 02:00:00,E8 2FB,3
2025-06-25 01:00:00,SW19 8AL,2
2025-07-21 18:00:00,EN1 3BZ,10
2025-06-04 22:00:00,N22 6HL,16
2025-07-03 13:00:00,EN4 9HE,4
2025-07-12 21:00:00,W2 4BG,1
2025-05-19 02:00:00,SW6 3PA,6
2025-05-04 13:00:00,EN3 4LE,3
2025-07-11 16:00:00,N9 7EX,2
2025-05-09 18:00:00,TW9 1HA,25
2025-06-14 00:00:00,W9 1UB,0
2025-05-20 18:00:00,E12 5HS,4
2025-07-16 22:00:00,E3 2HR,1
2025-07-05 05:00:00,TW4 5LY,5
2025-06-15 04:00:00,WC2E 9ET,5
2025-06-19 20:00:00,SE6 4PT,0
2025-05-30 02:00:00,SE1 6SB,4
2025-06-20 13:00:00,SE11 5QY,4
2025-05-06 23:00:00,W4 3BH,17
2025-07-22 15:00:00,NW2 4QH,9
2025-06-09 03:00:00,UB3 4FX,4
2025-05-22 00:00:00,N15 5JT,20
2025-07-19 13:00:00,NW9 0UG,2
2025-05-03 03:00:00,E12 5BP,0
2025-05-11 19:00:00,W2 2EJ,2
2025-07-19 03:00:00,SE19 2AJ,3
2025-05-22 15:00:00,SE1 7HT,3
2025-05-06 00:00:00,W1V 2BP,9
2025-07-14 12:00:00,E16 2ZJ,0
2025-07-21 01:00:00,HA4 8FY,0
2025-06-12 23:00:00,E1 8NN,5
2025-06-27 09:00:00,W12 9JA,24
2025-05-11 07:00:00,W10 6EF,18
2025-05-19 12:00:00,TW9 1DN,2
2025-06-10 02:00:00,NW1 5LL,23
2025-05-06 02:00:00,IG1 2SW,4
2025-07-15 00:00:00,SE12 9PR,1
2025-05-26 18:00:00,SE5 0TX,2
2025-05-20 03:00:00,SW9 6LJ,0
2025-06-23 09:00:00,E14 9DZ,1
2025-06-14 03:00:00,HA0 4ES,3
2025-06-27 17:00:00,SW17 0SU,0
2025-06-30 20:00:00,DA6 7DZ,4
2025-07-31 18:00:00,E6 4TG,1
2025-06-03 09:00:00,SW8 2LN,17
2025-06-21 17:00:00,SW4 8DA,1
2025-05-31 08:00:00,E8 3SQ,5
2025-05-27 17:00:00,WC1X 0BZ,5
2025-05-25 15:00:00,E2 8HW,4
2025-06-19 11:00:00,UB4 9UZ,8
2025-05-31 01:00:00,E16 4NR,2
2025-05-03 21:00:00,W4 2TF,1
2025-05-19 14:00:00,E5 9AF,3
2025-05-18 00:00:00,N22 8HH,1
2025-07-13 02:00:00,N8 7AZ,20
2025-06-25 15:00:00,HA5 1BJ,8
2025-07-30 06:00:00,NW1 6TH,1
2025-06-04 05:00:00,N8 0JJ,0
2025-07-25 13:00:00,KT9 1AE,4
2025-05-31 21:00:00,SW2 5UL,19
2025-07-20 21:00:00,N22 6LW,1
2025-06-14 03:00:00,SW19 8JZ,3
2025-07-30 08:00:00,IG4 5JB,23
2025-06-07 22:00:00,N7 6AS,3
2025-05-15 23:00:00,N16 5RT,5
2025-07-31 08:00:00,NW3 6LL,21
2025-06-01 11:00:00,WC1R 4AJ,5
2025-07-31 15:00:00,SE16 1TD,2
2025-05-08 09:00:00,EC4A 1DR,4
2025-07-25 18:00:00,SW17 6EA,3
2025-05-21 22:00:00,E15 3EB,0
2025-07-30 23:00:00,N3 3NE,1
2025-06-02 06:00:00,E16 2UB,5
2025-07-26 01:00:00,BR1 4NN,2
2025-07-04 22:00:00,CR7 7YE,5
2025-07-08 08:00:00,IG11 0HF,4
2025-05-03 20:00:00,TW14 9XJ,3
2025-06-02 02:00:00,HA3 9JU,11
2025-06-22 07:00:00,E11 3RH,24
2025-05-31 23:00:00,SW4 9DD,5
2025-07-05 01:00:00,SW12 0DU,14
2025-05-22 12:00:00,N16 8BE,4
2025-05-31 02:00:00,SW11 3TH,4
2025-07-16 04:00:00,W8 9SD,11
2025-06-17 04:00:00,KT2 5SL,1
2025-06-08 13:00:00,SW12 0HH,4
2025-05-21 05:00:00,E1 6SA,17
2025-06-13 03:00:00,N7 0BP,0
2025-05-07 00:00:00,SE12 9UA,2
2025-05-10 10:00:00,N4 1QG,5
2025-05-25 13:00:00,SW6 4NF,9
2025-05-23 04:00:00,NW1 9DL,14
2025-06-30 23:00:00,SE13 7GJ,13
2025-07-11 18:00:00,E1 7JH,3
2025-07-14 14:00:00,N1 2PJ,23
2025-05-07 15:00:00,N13 5DX,10
2025-05-23 23:00:00,UB5 4DH,5
2025-05-12 06:00:00,RM1 3EL,2
2025-06-19 21:00:00,SE14 6GR,3
2025-06-05 01:00:00,SW1P 2QW,3
2025-05-16 06:00:00,W1D 6QD,4
2025-05-06 17:00:00,E6 3SJ,2
2025-07-23 18:00:00,SE1 2FS,7
2025-05-04 03:00:00,SE22 0HF,3
2025-07-02 02:00:00,N15 4RD,10
2025-05-31 20:00:00,N22 5LP,4
2025-07-03 15:00:00,UB10 9LA,21
2025-07-07 21:00:00,WC1A 1BA,5
2025-07-12 14:00:00,NW1 0QU,6
2025-05-27 05:00:00,IG3 8BS,4
2025-07-14 11:00:00,E6 2LW,0
2025-06-24 16:00:00,NW4 2JU,4
2025-05-22 16:00:00,E11 4AB,3
2025-05-10 04:00:00,SE15 2DZ,4
2025-06-21 08:00:00,N15 6HS,0
2025-05-01 12:00:00,N1 5QJ,4
2025-07-05 07:00:00,N16 8PE,1
2025-07-26 21:00:00,SW16 2UT,25
2025-07-16 23:00:00,SW1W 9NY,2
2025-05-12 19:00:00,DA14 6RW,24
2025-06-03 17:00:00,NW1 0SR,1
2025-07-23 00:00:00,N6 4BD,1
2025-06-28 01:00:00,E10 6EL,23
2025-06-06 17:00:00,NW5 2BU,5
2025-06-22 11:00:00,HA2 0EU,5
2025-07-12 07:00:00,CR0 3BZ,1
2025-07-18 03:00:00,RM12 5SD,1
2025-05-20 21:00:00,E15 2UQ,3
2025-05-07 16:00:00,SE24 9HH,0
2025-05-25 21:00:00,W1D 3NT,19
2025-07-06 16:00:00,E14 5HT,14
2025-07-04 22:00:00,E8 3EL,2
2025-05-27 15:00:00,SW17 0RG,13
2025-06-05 10:00:00,SE22 8DG,0
2025-06-28 19:00:00,W2 4EJ,3
2025-07-08 10:00:00,SW1P 3JX,22
2025-06-07 21:00:00,SE15 6SA,4
2025-05-24 05:00:00,W3 9EH,2
2025-05-27 14:00:00,E9 5PB,19
2025-05-10 20:00:00,DA6 7DL,13
2025-05-26 22:00:00,E5 8JJ,0
2025-05-21 20:00:00,W2 2TN,4
2025-06-01 16:00:00,W1S 4LA,5
2025-05-03 17:00:00,SE11 5LR,2
2025-07-25 09:00:00,NW10 4NT,3
2025-06-01 17:00:00,N17 9EZ,11
2025-07-23 19:00:00,SW6 7AU,21
2025-06-30 13:00:00,EC1A 2DE,3
2025-07-16 20:00:00,HA3 7LP,4
2025-05-22 06:00:00,N5 1RF,0
2025-06-02 13:00:00,UB3 1HY,5
2025-06-25 19:00:00,IG3 8RS,5
2025-07-30 00:00:00,SE17 1SU,2
2025-05-04 17:00:00,SW4 8DA,2
2025-07-03 09:00:00,DA8 1HJ,7
2025-05-01 07:00:00,E17 9NE,4
2025-07-08 07:00:00,W1D 6EY,3
2025-05-02 14:00:00,N1 2LF,5
2025-06-16 08:00:00,W9 1NZ,3
2025-05-21 06:00:00,BR2 9FL,20
2025-05-18 22:00:00,WC2E 9SY,1
2025-05-21 18:00:00,SE11 6EF,0
2025-05-03 09:00:00,E14 0DF,13
2025-06-27 20:00:00,W5 4RX,4
2025-06-27 07:00:00,W11 3HL,5
2025-05-15 15:00:00,SW16 3LP,0
2025-05-24 21:00:00,SE26 4PZ,22
2025-06-24 04:00:00,E2 6LQ,0
2025-07-18 18:00:00,HA2 8HT,2
2025-07-27 15:00:00,TW8 9JU,21
2025-07-29 14:00:00,NW10 0JE,2
2025-06-13 10:00:00,E1 5QU,7
2025-05-16 18:00:00,SW1W 8BP,9
2025-05-15 03:00:00,EC1R 3HB,23
2025-05-05 00:00:00,W1H 0EH,4
2025-05-27 13:00:00,CR0 4UU,22
2025-07-07 12:00:00,WC1H 8BU,17
2025-05-09 10:00:00,E1 8DB,2
2025-06-05 22:00:00,N5 2TD,4
2025-06-22 06:00:00,SW1P 4FG,1
2025-07-01 06:00:00,SE6 4SH,3
2025-06-16 21:00:00,SE1 7EL,4
2025-05-31 21:00:00,SW1V 2EL,3
2025-07-24 20:00:00,IG2 6EP,0
2025-05-31 02:00:00,N9 0JD,2
2025-05-04 10:00:00,SW6 1TU,3
2025-07-12 04:00:00,SM1 4AE,17
2025-05-16 03:00:00,W5 5EW,1
2025-07-21 15:00:00,HA8 6DB,10
2025-06-02 00:00:00,W3 6RE,2
2025-05-23 19:00:00,NW10 4BF,22
2025-06-27 21:00:00,UB3 1DJ,8
2025-05-12 06:00:00,CR0 2UJ,0
2025-05-26 07:00:00,SE1 6SL,12
2025-06-08 16:00:00,CR0 2LW,1
2025-07-30 04:00:00,N14 7BS,1
2025-05-14 02:00:00,EC1N 8UA,10
2025-06-21 09:00:00,TW3 3LH,23
2025-05-23 12:00:00,E2 7QN,22
2025-06-20 13:00:00,SE5 0PX,4
2025-05-03 14:00:00,SW17 0EE,0
2025-07-20 03:00:00,N16 7HL,25
2025-07-31 05:00:00,E8 4FB,8
2025-06-08 06:00:00,KT3 4TB,24
2025-05-29 05:00:00,NW3 3PG,1
2025-07-08 02:00:00,N2 9RA,1
2025-07-27 11:00:00,IG1 2HE,9
2025-07-11 15:00:00,E3 5DU,1
2025-07-16 15:00:00,NW6 5AY,3
2025-06-09 15:00:00,SE24 9HS,5
2025-05-11 22:00:00,N15 3NH,2
2025-05-28 02:00:00,SW16 6FQ,4
2025-05-09 10:00:00,EC1N 8UA,16
2025-05-13 14:00:00,EC1R 3HB,6
2025-05-15 05:00:00,SE2 9PQ,14
2025-05-30 17:00:00,N5 1NG,1
2025-07-15 01:00:00,E6 1FA,3
2025-06-02 09:00:00,EN3 6UP,1
2025-05-15 12:00:00,NW2 6NS,9
2025-05-20 11:00:00,E1 3FT,1
2025-07-04 18:00:00,E2 9DX,4
2025-06-27 22:00:00,NW1 5AB,4
2025-07-21 22:00:00,BR6 8ND,1
2025-06-03 08:00:00,KT3 5AQ,2
2025-05-17 02:00:00,TW14 8EW,5
2025-06-24 13:00:00,N1 7SR,2
2025-05-02 03:00:00,NW5 1TF,17
2025-06-25 18:00:00,W11 1RE,16
2025-07-26 05:00:00,N1 2EF,4
2025-05-20 10:00:00,SE27 9DR,3
2025-07-31 20:00:00,E1W 2BD,5
2025-07-07 11:00:00,E2 6HW,1
2025-06-28 12:00:00,SW8 2SS,7
2025-06-30 16:00:00,HA8 0SP,19
2025-06-10 03:00:00,SE1 0BU,4
2025-06-15 02:00:00,SW19 1DN,0
2025-05-20 01:00:00,E17 7AW,18
2025-07-15 19:00:00,NW8 0HG,8
2025-06-15 06:00:00,SW9 9TE,3
2025-07-30 15:00:00,TW3 1QB,0
2025-06-13 19:00:00,WC1N 2AY,0
2025-06-27 02:00:00,N19 5UH,2
2025-07-18 05:00:00,TW3 1EU,4
2025-06-22 19:00:00,WC2N 5NT,20
2025-05-24 03:00:00,SE13 6HY,9
2025-07-27 18:00:00,E6 2AB,10
2025-05-22 06:00:00,NW6 4HG,5
2025-05-06 19:00:00,N1 4EU,7
